date,district,dbn,school_name,k4_enrolled,present,absent,released,attendance_rate,temp_high_f,temp_low_f,temp_avg_f,precip_in,snow_in,wind_speed_mph,wind_chill_f,day_of_week,month,is_return_from_break
2025-10-31,4,04M012,PS/MS 12 TAG Young Scholars,285,248,37,0,0.8699,59.2,57.9,58.6,0.0,0.0,10.6,58.6,Friday,October,False
2025-10-31,4,04M050,PS 50 Vito Marcantonio,195,174,21,0,0.891,59.2,57.9,58.6,0.0,0.0,10.6,58.6,Friday,October,False
2025-10-31,4,04M072,PS 72 The Lexington Academy,210,185,25,0,0.8825,59.2,57.9,58.6,0.0,0.0,10.6,58.6,Friday,October,False
2025-10-31,4,04M083,PS 83 Luis Munoz Rivera,165,148,17,0,0.8976,59.2,57.9,58.6,0.0,0.0,10.6,58.6,Friday,October,False
2025-10-31,4,04M096,PS 96 Joseph Lanzetta,178,159,19,0,0.8956,59.2,57.9,58.6,0.0,0.0,10.6,58.6,Friday,October,False
2025-10-31,4,04M101,PS 101 Andrew Pataki,192,170,22,0,0.8876,59.2,57.9,58.6,0.0,0.0,10.6,58.6,Friday,October,False
2025-10-31,4,04M102,Central Park East I,145,124,21,0,0.8561,59.2,57.9,58.6,0.0,0.0,10.6,58.6,Friday,October,False
2025-10-31,4,04M108,PS 108 Assemblyman Angelo Del Toro,188,170,18,0,0.9063,59.2,57.9,58.6,0.0,0.0,10.6,58.6,Friday,October,False
2025-10-31,4,04M112,PS 112 Jose Celso Barbosa,203,179,24,0,0.8825,59.2,57.9,58.6,0.0,0.0,10.6,58.6,Friday,October,False
2025-10-31,4,04M155,PS 155 William Paca,168,150,18,0,0.8916,59.2,57.9,58.6,0.0,0.0,10.6,58.6,Friday,October,False
2025-10-31,4,04M171,PS 171 Patrick Henry,225,202,23,0,0.8972,59.2,57.9,58.6,0.0,0.0,10.6,58.6,Friday,October,False
2025-10-31,4,04M206,The Bilingual Bicultural School,158,142,16,0,0.8958,59.2,57.9,58.6,0.0,0.0,10.6,58.6,Friday,October,False
2025-10-31,4,04M377,Renaissance School of the Arts,142,126,16,0,0.8871,59.2,57.9,58.6,0.0,0.0,10.6,58.6,Friday,October,False
2025-10-31,4,04M964,Central Park East II,135,118,17,0,0.8714,59.2,57.9,58.6,0.0,0.0,10.6,58.6,Friday,October,False
2025-10-31,4,04M482,Harbor Heights,118,102,16,0,0.8613,59.2,57.9,58.6,0.0,0.0,10.6,58.6,Friday,October,False
2025-10-31,4,04M555,MOSAIC Prep Academy,152,134,18,0,0.8795,59.2,57.9,58.6,0.0,0.0,10.6,58.6,Friday,October,False
2025-10-31,4,04M310,The East Harlem Scholars Academy,198,182,16,0,0.9179,59.2,57.9,58.6,0.0,0.0,10.6,58.6,Friday,October,False
2025-10-31,4,04M375,PS 375 Jackie Robinson,139,120,19,0,0.8647,59.2,57.9,58.6,0.0,0.0,10.6,58.6,Friday,October,False
2025-11-03,4,04M012,PS/MS 12 TAG Young Scholars,285,245,40,0,0.8586,41.9,55.8,48.9,0.0,0.0,18.4,42.5,Monday,November,False
2025-11-03,4,04M050,PS 50 Vito Marcantonio,195,168,27,0,0.8618,41.9,55.8,48.9,0.0,0.0,18.4,42.5,Monday,November,False
2025-11-03,4,04M072,PS 72 The Lexington Academy,210,182,28,0,0.869,41.9,55.8,48.9,0.0,0.0,18.4,42.5,Monday,November,False
2025-11-03,4,04M083,PS 83 Luis Munoz Rivera,165,144,21,0,0.8717,41.9,55.8,48.9,0.0,0.0,18.4,42.5,Monday,November,False
2025-11-03,4,04M096,PS 96 Joseph Lanzetta,178,155,23,0,0.8714,41.9,55.8,48.9,0.0,0.0,18.4,42.5,Monday,November,False
2025-11-03,4,04M101,PS 101 Andrew Pataki,192,168,24,0,0.8734,41.9,55.8,48.9,0.0,0.0,18.4,42.5,Monday,November,False
2025-11-03,4,04M102,Central Park East I,145,121,24,0,0.8323,41.9,55.8,48.9,0.0,0.0,18.4,42.5,Monday,November,False
2025-11-03,4,04M108,PS 108 Assemblyman Angelo Del Toro,188,166,22,0,0.8829,41.9,55.8,48.9,0.0,0.0,18.4,42.5,Monday,November,False
2025-11-03,4,04M112,PS 112 Jose Celso Barbosa,203,176,27,0,0.8676,41.9,55.8,48.9,0.0,0.0,18.4,42.5,Monday,November,False
2025-11-03,4,04M155,PS 155 William Paca,168,145,23,0,0.8658,41.9,55.8,48.9,0.0,0.0,18.4,42.5,Monday,November,False
2025-11-03,4,04M171,PS 171 Patrick Henry,225,198,27,0,0.8795,41.9,55.8,48.9,0.0,0.0,18.4,42.5,Monday,November,False
2025-11-03,4,04M206,The Bilingual Bicultural School,158,138,20,0,0.8725,41.9,55.8,48.9,0.0,0.0,18.4,42.5,Monday,November,False
2025-11-03,4,04M377,Renaissance School of the Arts,142,124,18,0,0.8764,41.9,55.8,48.9,0.0,0.0,18.4,42.5,Monday,November,False
2025-11-03,4,04M964,Central Park East II,135,114,21,0,0.8427,41.9,55.8,48.9,0.0,0.0,18.4,42.5,Monday,November,False
2025-11-03,4,04M482,Harbor Heights,118,104,14,0,0.8796,41.9,55.8,48.9,0.0,0.0,18.4,42.5,Monday,November,False
2025-11-03,4,04M555,MOSAIC Prep Academy,152,129,23,0,0.8491,41.9,55.8,48.9,0.0,0.0,18.4,42.5,Monday,November,False
2025-11-03,4,04M310,The East Harlem Scholars Academy,198,178,20,0,0.9003,41.9,55.8,48.9,0.0,0.0,18.4,42.5,Monday,November,False
2025-11-03,4,04M375,PS 375 Jackie Robinson,139,119,20,0,0.8548,41.9,55.8,48.9,0.0,0.0,18.4,42.5,Monday,November,False
2025-11-05,4,04M012,PS/MS 12 TAG Young Scholars,285,246,39,0,0.8626,55.7,37.7,46.7,0.77,0.0,16.9,39.9,Wednesday,November,False
2025-11-05,4,04M050,PS 50 Vito Marcantonio,195,167,28,0,0.8586,55.7,37.7,46.7,0.77,0.0,16.9,39.9,Wednesday,November,False
2025-11-05,4,04M072,PS 72 The Lexington Academy,210,183,27,0,0.8734,55.7,37.7,46.7,0.77,0.0,16.9,39.9,Wednesday,November,False
2025-11-05,4,04M083,PS 83 Luis Munoz Rivera,165,142,23,0,0.862,55.7,37.7,46.7,0.77,0.0,16.9,39.9,Wednesday,November,False
2025-11-05,4,04M096,PS 96 Joseph Lanzetta,178,153,25,0,0.8603,55.7,37.7,46.7,0.77,0.0,16.9,39.9,Wednesday,November,False
2025-11-05,4,04M101,PS 101 Andrew Pataki,192,170,22,0,0.8861,55.7,37.7,46.7,0.77,0.0,16.9,39.9,Wednesday,November,False
2025-11-05,4,04M102,Central Park East I,145,121,24,0,0.8339,55.7,37.7,46.7,0.77,0.0,16.9,39.9,Wednesday,November,False
2025-11-05,4,04M108,PS 108 Assemblyman Angelo Del Toro,188,164,24,0,0.8737,55.7,37.7,46.7,0.77,0.0,16.9,39.9,Wednesday,November,False
2025-11-05,4,04M112,PS 112 Jose Celso Barbosa,203,177,26,0,0.874,55.7,37.7,46.7,0.77,0.0,16.9,39.9,Wednesday,November,False
2025-11-05,4,04M155,PS 155 William Paca,168,146,22,0,0.8701,55.7,37.7,46.7,0.77,0.0,16.9,39.9,Wednesday,November,False
2025-11-05,4,04M171,PS 171 Patrick Henry,225,198,27,0,0.8817,55.7,37.7,46.7,0.77,0.0,16.9,39.9,Wednesday,November,False
2025-11-05,4,04M206,The Bilingual Bicultural School,158,137,21,0,0.8698,55.7,37.7,46.7,0.77,0.0,16.9,39.9,Wednesday,November,False
2025-11-05,4,04M377,Renaissance School of the Arts,142,126,16,0,0.884,55.7,37.7,46.7,0.77,0.0,16.9,39.9,Wednesday,November,False
2025-11-05,4,04M964,Central Park East II,135,113,22,0,0.8403,55.7,37.7,46.7,0.77,0.0,16.9,39.9,Wednesday,November,False
2025-11-05,4,04M482,Harbor Heights,118,103,15,0,0.8769,55.7,37.7,46.7,0.77,0.0,16.9,39.9,Wednesday,November,False
2025-11-05,4,04M555,MOSAIC Prep Academy,152,129,23,0,0.8518,55.7,37.7,46.7,0.77,0.0,16.9,39.9,Wednesday,November,False
2025-11-05,4,04M310,The East Harlem Scholars Academy,198,175,23,0,0.8852,55.7,37.7,46.7,0.77,0.0,16.9,39.9,Wednesday,November,False
2025-11-05,4,04M375,PS 375 Jackie Robinson,139,121,18,0,0.8715,55.7,37.7,46.7,0.77,0.0,16.9,39.9,Wednesday,November,False
2025-11-06,4,04M012,PS/MS 12 TAG Young Scholars,285,252,33,0,0.8837,45.1,43.6,44.4,0.0,0.0,3.9,42.4,Thursday,November,False
2025-11-06,4,04M050,PS 50 Vito Marcantonio,195,170,25,0,0.8707,45.1,43.6,44.4,0.0,0.0,3.9,42.4,Thursday,November,False
2025-11-06,4,04M072,PS 72 The Lexington Academy,210,187,23,0,0.8925,45.1,43.6,44.4,0.0,0.0,3.9,42.4,Thursday,November,False
2025-11-06,4,04M083,PS 83 Luis Munoz Rivera,165,143,22,0,0.8685,45.1,43.6,44.4,0.0,0.0,3.9,42.4,Thursday,November,False
2025-11-06,4,04M096,PS 96 Joseph Lanzetta,178,162,16,0,0.9128,45.1,43.6,44.4,0.0,0.0,3.9,42.4,Thursday,November,False
2025-11-06,4,04M101,PS 101 Andrew Pataki,192,172,20,0,0.896,45.1,43.6,44.4,0.0,0.0,3.9,42.4,Thursday,November,False
2025-11-06,4,04M102,Central Park East I,145,123,22,0,0.8467,45.1,43.6,44.4,0.0,0.0,3.9,42.4,Thursday,November,False
2025-11-06,4,04M108,PS 108 Assemblyman Angelo Del Toro,188,171,17,0,0.911,45.1,43.6,44.4,0.0,0.0,3.9,42.4,Thursday,November,False
2025-11-06,4,04M112,PS 112 Jose Celso Barbosa,203,182,21,0,0.8983,45.1,43.6,44.4,0.0,0.0,3.9,42.4,Thursday,November,False
2025-11-06,4,04M155,PS 155 William Paca,168,147,21,0,0.8769,45.1,43.6,44.4,0.0,0.0,3.9,42.4,Thursday,November,False
2025-11-06,4,04M171,PS 171 Patrick Henry,225,208,17,0,0.9244,45.1,43.6,44.4,0.0,0.0,3.9,42.4,Thursday,November,False
2025-11-06,4,04M206,The Bilingual Bicultural School,158,142,16,0,0.9005,45.1,43.6,44.4,0.0,0.0,3.9,42.4,Thursday,November,False
2025-11-06,4,04M377,Renaissance School of the Arts,142,127,15,0,0.8941,45.1,43.6,44.4,0.0,0.0,3.9,42.4,Thursday,November,False
2025-11-06,4,04M964,Central Park East II,135,115,20,0,0.8532,45.1,43.6,44.4,0.0,0.0,3.9,42.4,Thursday,November,False
2025-11-06,4,04M482,Harbor Heights,118,105,13,0,0.8891,45.1,43.6,44.4,0.0,0.0,3.9,42.4,Thursday,November,False
2025-11-06,4,04M555,MOSAIC Prep Academy,152,129,23,0,0.8516,45.1,43.6,44.4,0.0,0.0,3.9,42.4,Thursday,November,False
2025-11-06,4,04M310,The East Harlem Scholars Academy,198,181,17,0,0.9165,45.1,43.6,44.4,0.0,0.0,3.9,42.4,Thursday,November,False
2025-11-06,4,04M375,PS 375 Jackie Robinson,139,123,16,0,0.8826,45.1,43.6,44.4,0.0,0.0,3.9,42.4,Thursday,November,False
2025-11-07,4,04M012,PS/MS 12 TAG Young Scholars,285,247,38,0,0.8676,53.1,42.1,47.6,0.0,0.0,5.7,44.9,Friday,November,False
2025-11-07,4,04M050,PS 50 Vito Marcantonio,195,170,25,0,0.8717,53.1,42.1,47.6,0.0,0.0,5.7,44.9,Friday,November,False
2025-11-07,4,04M072,PS 72 The Lexington Academy,210,182,28,0,0.8659,53.1,42.1,47.6,0.0,0.0,5.7,44.9,Friday,November,False
2025-11-07,4,04M083,PS 83 Luis Munoz Rivera,165,144,21,0,0.8723,53.1,42.1,47.6,0.0,0.0,5.7,44.9,Friday,November,False
2025-11-07,4,04M096,PS 96 Joseph Lanzetta,178,154,24,0,0.8655,53.1,42.1,47.6,0.0,0.0,5.7,44.9,Friday,November,False
2025-11-07,4,04M101,PS 101 Andrew Pataki,192,166,26,0,0.8629,53.1,42.1,47.6,0.0,0.0,5.7,44.9,Friday,November,False
2025-11-07,4,04M102,Central Park East I,145,120,25,0,0.8275,53.1,42.1,47.6,0.0,0.0,5.7,44.9,Friday,November,False
2025-11-07,4,04M108,PS 108 Assemblyman Angelo Del Toro,188,168,20,0,0.8929,53.1,42.1,47.6,0.0,0.0,5.7,44.9,Friday,November,False
2025-11-07,4,04M112,PS 112 Jose Celso Barbosa,203,175,28,0,0.8636,53.1,42.1,47.6,0.0,0.0,5.7,44.9,Friday,November,False
2025-11-07,4,04M155,PS 155 William Paca,168,149,19,0,0.8865,53.1,42.1,47.6,0.0,0.0,5.7,44.9,Friday,November,False
2025-11-07,4,04M171,PS 171 Patrick Henry,225,199,26,0,0.8828,53.1,42.1,47.6,0.0,0.0,5.7,44.9,Friday,November,False
2025-11-07,4,04M206,The Bilingual Bicultural School,158,140,18,0,0.8888,53.1,42.1,47.6,0.0,0.0,5.7,44.9,Friday,November,False
2025-11-07,4,04M377,Renaissance School of the Arts,142,123,19,0,0.8658,53.1,42.1,47.6,0.0,0.0,5.7,44.9,Friday,November,False
2025-11-07,4,04M964,Central Park East II,135,112,23,0,0.8264,53.1,42.1,47.6,0.0,0.0,5.7,44.9,Friday,November,False
2025-11-07,4,04M482,Harbor Heights,118,101,17,0,0.8544,53.1,42.1,47.6,0.0,0.0,5.7,44.9,Friday,November,False
2025-11-07,4,04M555,MOSAIC Prep Academy,152,131,21,0,0.8613,53.1,42.1,47.6,0.0,0.0,5.7,44.9,Friday,November,False
2025-11-07,4,04M310,The East Harlem Scholars Academy,198,173,25,0,0.872,53.1,42.1,47.6,0.0,0.0,5.7,44.9,Friday,November,False
2025-11-07,4,04M375,PS 375 Jackie Robinson,139,125,14,0,0.9022,53.1,42.1,47.6,0.0,0.0,5.7,44.9,Friday,November,False
2025-11-10,4,04M012,PS/MS 12 TAG Young Scholars,285,245,40,0,0.8607,52.9,35.1,44.0,0.0,0.0,12.5,37.8,Monday,November,False
2025-11-10,4,04M050,PS 50 Vito Marcantonio,195,166,29,0,0.8534,52.9,35.1,44.0,0.0,0.0,12.5,37.8,Monday,November,False
2025-11-10,4,04M072,PS 72 The Lexington Academy,210,183,27,0,0.8735,52.9,35.1,44.0,0.0,0.0,12.5,37.8,Monday,November,False
2025-11-10,4,04M083,PS 83 Luis Munoz Rivera,165,141,24,0,0.8542,52.9,35.1,44.0,0.0,0.0,12.5,37.8,Monday,November,False
2025-11-10,4,04M096,PS 96 Joseph Lanzetta,178,156,22,0,0.8772,52.9,35.1,44.0,0.0,0.0,12.5,37.8,Monday,November,False
2025-11-10,4,04M101,PS 101 Andrew Pataki,192,165,27,0,0.858,52.9,35.1,44.0,0.0,0.0,12.5,37.8,Monday,November,False
2025-11-10,4,04M102,Central Park East I,145,121,24,0,0.8314,52.9,35.1,44.0,0.0,0.0,12.5,37.8,Monday,November,False
2025-11-10,4,04M108,PS 108 Assemblyman Angelo Del Toro,188,163,25,0,0.8662,52.9,35.1,44.0,0.0,0.0,12.5,37.8,Monday,November,False
2025-11-10,4,04M112,PS 112 Jose Celso Barbosa,203,175,28,0,0.8611,52.9,35.1,44.0,0.0,0.0,12.5,37.8,Monday,November,False
2025-11-10,4,04M155,PS 155 William Paca,168,145,23,0,0.8649,52.9,35.1,44.0,0.0,0.0,12.5,37.8,Monday,November,False
2025-11-10,4,04M171,PS 171 Patrick Henry,225,203,22,0,0.9004,52.9,35.1,44.0,0.0,0.0,12.5,37.8,Monday,November,False
2025-11-10,4,04M206,The Bilingual Bicultural School,158,138,20,0,0.8718,52.9,35.1,44.0,0.0,0.0,12.5,37.8,Monday,November,False
2025-11-10,4,04M377,Renaissance School of the Arts,142,124,18,0,0.8716,52.9,35.1,44.0,0.0,0.0,12.5,37.8,Monday,November,False
2025-11-10,4,04M964,Central Park East II,135,118,17,0,0.8745,52.9,35.1,44.0,0.0,0.0,12.5,37.8,Monday,November,False
2025-11-10,4,04M482,Harbor Heights,118,102,16,0,0.862,52.9,35.1,44.0,0.0,0.0,12.5,37.8,Monday,November,False
2025-11-10,4,04M555,MOSAIC Prep Academy,152,128,24,0,0.8399,52.9,35.1,44.0,0.0,0.0,12.5,37.8,Monday,November,False
2025-11-10,4,04M310,The East Harlem Scholars Academy,198,172,26,0,0.8667,52.9,35.1,44.0,0.0,0.0,12.5,37.8,Monday,November,False
2025-11-10,4,04M375,PS 375 Jackie Robinson,139,122,17,0,0.8771,52.9,35.1,44.0,0.0,0.0,12.5,37.8,Monday,November,False
2025-11-12,4,04M012,PS/MS 12 TAG Young Scholars,285,254,31,0,0.8912,55.4,39.2,47.3,0.0,0.0,8.5,43.2,Wednesday,November,False
2025-11-12,4,04M050,PS 50 Vito Marcantonio,195,172,23,0,0.8833,55.4,39.2,47.3,0.0,0.0,8.5,43.2,Wednesday,November,False
2025-11-12,4,04M072,PS 72 The Lexington Academy,210,184,26,0,0.8785,55.4,39.2,47.3,0.0,0.0,8.5,43.2,Wednesday,November,False
2025-11-12,4,04M083,PS 83 Luis Munoz Rivera,165,145,20,0,0.8794,55.4,39.2,47.3,0.0,0.0,8.5,43.2,Wednesday,November,False
2025-11-12,4,04M096,PS 96 Joseph Lanzetta,178,156,22,0,0.8782,55.4,39.2,47.3,0.0,0.0,8.5,43.2,Wednesday,November,False
2025-11-12,4,04M101,PS 101 Andrew Pataki,192,170,22,0,0.8859,55.4,39.2,47.3,0.0,0.0,8.5,43.2,Wednesday,November,False
2025-11-12,4,04M102,Central Park East I,145,123,22,0,0.8495,55.4,39.2,47.3,0.0,0.0,8.5,43.2,Wednesday,November,False
2025-11-12,4,04M108,PS 108 Assemblyman Angelo Del Toro,188,170,18,0,0.9041,55.4,39.2,47.3,0.0,0.0,8.5,43.2,Wednesday,November,False
2025-11-12,4,04M112,PS 112 Jose Celso Barbosa,203,184,19,0,0.9061,55.4,39.2,47.3,0.0,0.0,8.5,43.2,Wednesday,November,False
2025-11-12,4,04M155,PS 155 William Paca,168,146,22,0,0.8717,55.4,39.2,47.3,0.0,0.0,8.5,43.2,Wednesday,November,False
2025-11-12,4,04M171,PS 171 Patrick Henry,225,208,17,0,0.9264,55.4,39.2,47.3,0.0,0.0,8.5,43.2,Wednesday,November,False
2025-11-12,4,04M206,The Bilingual Bicultural School,158,143,15,0,0.9033,55.4,39.2,47.3,0.0,0.0,8.5,43.2,Wednesday,November,False
2025-11-12,4,04M377,Renaissance School of the Arts,142,127,15,0,0.8932,55.4,39.2,47.3,0.0,0.0,8.5,43.2,Wednesday,November,False
2025-11-12,4,04M964,Central Park East II,135,116,19,0,0.8575,55.4,39.2,47.3,0.0,0.0,8.5,43.2,Wednesday,November,False
2025-11-12,4,04M482,Harbor Heights,118,108,10,0,0.9111,55.4,39.2,47.3,0.0,0.0,8.5,43.2,Wednesday,November,False
2025-11-12,4,04M555,MOSAIC Prep Academy,152,133,19,0,0.8778,55.4,39.2,47.3,0.0,0.0,8.5,43.2,Wednesday,November,False
2025-11-12,4,04M310,The East Harlem Scholars Academy,198,178,20,0,0.8974,55.4,39.2,47.3,0.0,0.0,8.5,43.2,Wednesday,November,False
2025-11-12,4,04M375,PS 375 Jackie Robinson,139,121,18,0,0.8739,55.4,39.2,47.3,0.0,0.0,8.5,43.2,Wednesday,November,False
2025-11-13,4,04M012,PS/MS 12 TAG Young Scholars,285,256,29,0,0.8995,46.8,43.3,45.0,0.0,0.0,0.4,45.0,Thursday,November,False
2025-11-13,4,04M050,PS 50 Vito Marcantonio,195,173,22,0,0.8871,46.8,43.3,45.0,0.0,0.0,0.4,45.0,Thursday,November,False
2025-11-13,4,04M072,PS 72 The Lexington Academy,210,187,23,0,0.8888,46.8,43.3,45.0,0.0,0.0,0.4,45.0,Thursday,November,False
2025-11-13,4,04M083,PS 83 Luis Munoz Rivera,165,147,18,0,0.8922,46.8,43.3,45.0,0.0,0.0,0.4,45.0,Thursday,November,False
2025-11-13,4,04M096,PS 96 Joseph Lanzetta,178,158,20,0,0.8879,46.8,43.3,45.0,0.0,0.0,0.4,45.0,Thursday,November,False
2025-11-13,4,04M101,PS 101 Andrew Pataki,192,173,19,0,0.9014,46.8,43.3,45.0,0.0,0.0,0.4,45.0,Thursday,November,False
2025-11-13,4,04M102,Central Park East I,145,125,20,0,0.862,46.8,43.3,45.0,0.0,0.0,0.4,45.0,Thursday,November,False
2025-11-13,4,04M108,PS 108 Assemblyman Angelo Del Toro,188,171,17,0,0.9083,46.8,43.3,45.0,0.0,0.0,0.4,45.0,Thursday,November,False
2025-11-13,4,04M112,PS 112 Jose Celso Barbosa,203,181,22,0,0.8902,46.8,43.3,45.0,0.0,0.0,0.4,45.0,Thursday,November,False
2025-11-13,4,04M155,PS 155 William Paca,168,151,17,0,0.8989,46.8,43.3,45.0,0.0,0.0,0.4,45.0,Thursday,November,False
2025-11-13,4,04M171,PS 171 Patrick Henry,225,203,22,0,0.9027,46.8,43.3,45.0,0.0,0.0,0.4,45.0,Thursday,November,False
2025-11-13,4,04M206,The Bilingual Bicultural School,158,145,13,0,0.9171,46.8,43.3,45.0,0.0,0.0,0.4,45.0,Thursday,November,False
2025-11-13,4,04M377,Renaissance School of the Arts,142,125,17,0,0.8832,46.8,43.3,45.0,0.0,0.0,0.4,45.0,Thursday,November,False
2025-11-13,4,04M964,Central Park East II,135,117,18,0,0.8688,46.8,43.3,45.0,0.0,0.0,0.4,45.0,Thursday,November,False
2025-11-13,4,04M482,Harbor Heights,118,105,13,0,0.8922,46.8,43.3,45.0,0.0,0.0,0.4,45.0,Thursday,November,False
2025-11-13,4,04M555,MOSAIC Prep Academy,152,135,17,0,0.8892,46.8,43.3,45.0,0.0,0.0,0.4,45.0,Thursday,November,False
2025-11-13,4,04M310,The East Harlem Scholars Academy,198,180,18,0,0.9092,46.8,43.3,45.0,0.0,0.0,0.4,45.0,Thursday,November,False
2025-11-13,4,04M375,PS 375 Jackie Robinson,139,122,17,0,0.8797,46.8,43.3,45.0,0.0,0.0,0.4,45.0,Thursday,November,False
2025-11-14,4,04M012,PS/MS 12 TAG Young Scholars,285,232,53,0,0.815,40.8,35.7,38.3,0.39,0.0,14.9,29.7,Friday,November,False
2025-11-14,4,04M050,PS 50 Vito Marcantonio,195,163,32,0,0.8377,40.8,35.7,38.3,0.39,0.0,14.9,29.7,Friday,November,False
2025-11-14,4,04M072,PS 72 The Lexington Academy,210,170,40,0,0.8099,40.8,35.7,38.3,0.39,0.0,14.9,29.7,Friday,November,False
2025-11-14,4,04M083,PS 83 Luis Munoz Rivera,165,137,28,0,0.8315,40.8,35.7,38.3,0.39,0.0,14.9,29.7,Friday,November,False
2025-11-14,4,04M096,PS 96 Joseph Lanzetta,178,148,30,0,0.8311,40.8,35.7,38.3,0.39,0.0,14.9,29.7,Friday,November,False
2025-11-14,4,04M101,PS 101 Andrew Pataki,192,158,34,0,0.8224,40.8,35.7,38.3,0.39,0.0,14.9,29.7,Friday,November,False
2025-11-14,4,04M102,Central Park East I,145,114,31,0,0.7865,40.8,35.7,38.3,0.39,0.0,14.9,29.7,Friday,November,False
2025-11-14,4,04M108,PS 108 Assemblyman Angelo Del Toro,188,158,30,0,0.8424,40.8,35.7,38.3,0.39,0.0,14.9,29.7,Friday,November,False
2025-11-14,4,04M112,PS 112 Jose Celso Barbosa,203,169,34,0,0.8327,40.8,35.7,38.3,0.39,0.0,14.9,29.7,Friday,November,False
2025-11-14,4,04M155,PS 155 William Paca,168,138,30,0,0.8244,40.8,35.7,38.3,0.39,0.0,14.9,29.7,Friday,November,False
2025-11-14,4,04M171,PS 171 Patrick Henry,225,190,35,0,0.8446,40.8,35.7,38.3,0.39,0.0,14.9,29.7,Friday,November,False
2025-11-14,4,04M206,The Bilingual Bicultural School,158,132,26,0,0.8359,40.8,35.7,38.3,0.39,0.0,14.9,29.7,Friday,November,False
2025-11-14,4,04M377,Renaissance School of the Arts,142,121,21,0,0.85,40.8,35.7,38.3,0.39,0.0,14.9,29.7,Friday,November,False
2025-11-14,4,04M964,Central Park East II,135,107,28,0,0.7931,40.8,35.7,38.3,0.39,0.0,14.9,29.7,Friday,November,False
2025-11-14,4,04M482,Harbor Heights,118,96,22,0,0.8155,40.8,35.7,38.3,0.39,0.0,14.9,29.7,Friday,November,False
2025-11-14,4,04M555,MOSAIC Prep Academy,152,121,31,0,0.793,40.8,35.7,38.3,0.39,0.0,14.9,29.7,Friday,November,False
2025-11-14,4,04M310,The East Harlem Scholars Academy,198,169,29,0,0.8528,40.8,35.7,38.3,0.39,0.0,14.9,29.7,Friday,November,False
2025-11-14,4,04M375,PS 375 Jackie Robinson,139,112,27,0,0.806,40.8,35.7,38.3,0.39,0.0,14.9,29.7,Friday,November,False
2025-11-17,4,04M012,PS/MS 12 TAG Young Scholars,285,257,28,0,0.903,49.3,46.4,47.9,0.08,0.0,7.7,44.3,Monday,November,False
2025-11-17,4,04M050,PS 50 Vito Marcantonio,195,170,25,0,0.8703,49.3,46.4,47.9,0.08,0.0,7.7,44.3,Monday,November,False
2025-11-17,4,04M072,PS 72 The Lexington Academy,210,180,30,0,0.8572,49.3,46.4,47.9,0.08,0.0,7.7,44.3,Monday,November,False
2025-11-17,4,04M083,PS 83 Luis Munoz Rivera,165,136,29,0,0.8232,49.3,46.4,47.9,0.08,0.0,7.7,44.3,Monday,November,False
2025-11-17,4,04M096,PS 96 Joseph Lanzetta,178,154,24,0,0.864,49.3,46.4,47.9,0.08,0.0,7.7,44.3,Monday,November,False
2025-11-17,4,04M101,PS 101 Andrew Pataki,192,164,28,0,0.8544,49.3,46.4,47.9,0.08,0.0,7.7,44.3,Monday,November,False
2025-11-17,4,04M102,Central Park East I,145,122,23,0,0.8398,49.3,46.4,47.9,0.08,0.0,7.7,44.3,Monday,November,False
2025-11-17,4,04M108,PS 108 Assemblyman Angelo Del Toro,188,162,26,0,0.8617,49.3,46.4,47.9,0.08,0.0,7.7,44.3,Monday,November,False
2025-11-17,4,04M112,PS 112 Jose Celso Barbosa,203,181,22,0,0.8915,49.3,46.4,47.9,0.08,0.0,7.7,44.3,Monday,November,False
2025-11-17,4,04M155,PS 155 William Paca,168,145,23,0,0.8646,49.3,46.4,47.9,0.08,0.0,7.7,44.3,Monday,November,False
2025-11-17,4,04M171,PS 171 Patrick Henry,225,202,23,0,0.8962,49.3,46.4,47.9,0.08,0.0,7.7,44.3,Monday,November,False
2025-11-17,4,04M206,The Bilingual Bicultural School,158,142,16,0,0.8967,49.3,46.4,47.9,0.08,0.0,7.7,44.3,Monday,November,False
2025-11-17,4,04M377,Renaissance School of the Arts,142,124,18,0,0.8766,49.3,46.4,47.9,0.08,0.0,7.7,44.3,Monday,November,False
2025-11-17,4,04M964,Central Park East II,135,117,18,0,0.8641,49.3,46.4,47.9,0.08,0.0,7.7,44.3,Monday,November,False
2025-11-17,4,04M482,Harbor Heights,118,102,16,0,0.8685,49.3,46.4,47.9,0.08,0.0,7.7,44.3,Monday,November,False
2025-11-17,4,04M555,MOSAIC Prep Academy,152,126,26,0,0.8264,49.3,46.4,47.9,0.08,0.0,7.7,44.3,Monday,November,False
2025-11-17,4,04M310,The East Harlem Scholars Academy,198,177,21,0,0.8927,49.3,46.4,47.9,0.08,0.0,7.7,44.3,Monday,November,False
2025-11-17,4,04M375,PS 375 Jackie Robinson,139,120,19,0,0.8647,49.3,46.4,47.9,0.08,0.0,7.7,44.3,Monday,November,False
2025-11-18,4,04M012,PS/MS 12 TAG Young Scholars,285,251,34,0,0.8817,51.7,38.3,45.0,0.05,0.0,9.9,39.9,Tuesday,November,False
2025-11-18,4,04M050,PS 50 Vito Marcantonio,195,172,23,0,0.8803,51.7,38.3,45.0,0.05,0.0,9.9,39.9,Tuesday,November,False
